"","Artistic","Conventional","Enterprising","Investigative","Realistic","Social","income","X5","title"
"793","11","17","6","0","100","0","$12.94 hourly, $26,920 annual","https://www.onetonline.org/link/details/49-9093.00","49-9093.00 - Fabric Menders, Except Garment"
"794","0","78","100","22","61","28","$30.55 hourly, $63,540 annual","https://www.onetonline.org/link/details/49-1011.00","49-1011.00 - First-Line Supervisors of Mechanics, Installers, and Repairers"
"795","0","50","22","22","95","6","$18.50 hourly, $38,480 annual","https://www.onetonline.org/link/details/49-9099.01","49-9099.01 - Geothermal Technicians"
"796","0","67","28","56","100","11","$18.06 hourly, $37,570 annual","https://www.onetonline.org/link/details/49-9031.00","49-9031.00 - Home Appliance Repairers"
"797","6","56","6","61","100","6","$24.06 hourly, $50,040 annual","https://www.onetonline.org/link/details/49-9041.00","49-9041.00 - Industrial Machinery Mechanics"
"798","0","50","22","22","95","6","$18.50 hourly, $38,480 annual","https://www.onetonline.org/link/details/49-9099.01","49-9099.01 - Geothermal Technicians"
"799","0","45","22","11","100","11","$19.43 hourly, $40,420 annual","https://www.onetonline.org/link/details/49-9094.00","49-9094.00 - Locksmiths and Safe Repairers"
"800","6","56","22","45","100","0","$17.76 hourly, $36,940 annual","https://www.onetonline.org/link/details/49-9071.00","49-9071.00 - Maintenance and Repair Workers, General"
"801","6","67","17","45","100","6","$21.42 hourly, $44,550 annual","https://www.onetonline.org/link/details/49-9043.00","49-9043.00 - Maintenance Workers, Machinery"
"802","22","33","11","61","100","56","$17.30 hourly, $35,980 annual","https://www.onetonline.org/link/details/51-9082.00","51-9082.00 - Medical Appliance Technicians"
"803","11","61","11","67","100","6","$23.11 hourly, $48,070 annual","https://www.onetonline.org/link/details/49-9062.00","49-9062.00 - Medical Equipment Repairers"
"804","61","50","11","50","100","6","$16.83 hourly, $35,010 annual","https://www.onetonline.org/link/details/49-9063.00","49-9063.00 - Musical Instrument Repairers and Tuners"
"805","0","39","33","17","100","11","$16.22 hourly, $33,730 annual","https://www.onetonline.org/link/details/49-3053.00","49-3053.00 - Outdoor Power Equipment and Other Small Engine Mechanics"
"806","11","56","11","72","100","0","$25.23 hourly, $52,480 annual","https://www.onetonline.org/link/details/49-2021.01","49-2021.01 - Radio Mechanics"
"807","0","33","17","22","100","11","$25.23 hourly, $52,480 annual","https://www.onetonline.org/link/details/49-2021.00","49-2021.00 - Radio, Cellular, and Tower Equipment Installers and Repairers"
"808","0","45","17","28","95","0","$21.31 hourly, $44,330 annual","https://www.onetonline.org/link/details/49-2098.00","49-2098.00 - Security and Fire Alarm Systems Installers"
"809","6","61","11","50","100","0","$17.66 hourly, $36,740 annual","https://www.onetonline.org/link/details/49-9064.00","49-9064.00 - Watch Repairers"
"810","0","50","22","22","95","6","$25.13 hourly, $52,260 annual","https://www.onetonline.org/link/details/49-9081.00","49-9081.00 - Wind Turbine Service Technicians"
"811","11","67","22","83","95","6","$32.70 hourly, $68,020 annual","https://www.onetonline.org/link/details/17-3021.00","17-3021.00 - Aerospace Engineering and Operations Technicians"
"812","6","45","28","45","95","6","$26.19 hourly, $54,480 annual","https://www.onetonline.org/link/details/17-3027.01","17-3027.01 - Automotive Engineering Technicians"
"813","6","50","17","83","78","0","$22.04 hourly, $45,840 annual","https://www.onetonline.org/link/details/19-4031.00","19-4031.00 - Chemical Technicians"
"814","17","45","28","78","95","0","$29.90 hourly, $62,190 annual","https://www.onetonline.org/link/details/17-3023.01","17-3023.01 - Electronics Engineering Technicians"
"815","22","56","22","83","100","0","$29.90 hourly, $62,190 annual","https://www.onetonline.org/link/details/17-3023.03","17-3023.03 - Electrical Engineering Technicians"
"816","50","83","11","56","72","11","$28.83 hourly, $59,970 annual","https://www.onetonline.org/link/details/17-3012.01","17-3012.01 - Electronic Drafters"
"817","39","61","17","61","83","6","$28.83 hourly, $59,970 annual","https://www.onetonline.org/link/details/17-3012.02","17-3012.02 - Electrical Drafters"
"818","39","61","17","61","83","6","$28.83 hourly, $59,970 annual","https://www.onetonline.org/link/details/17-3012.02","17-3012.02 - Electrical Drafters"
"819","22","56","22","83","100","0","$29.90 hourly, $62,190 annual","https://www.onetonline.org/link/details/17-3023.03","17-3023.03 - Electrical Engineering Technicians"
"820","17","50","28","72","95","6","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.02","17-3029.02 - Electrical Engineering Technologists"
"821","22","67","6","72","100","6","$26.74 hourly, $55,610 annual","https://www.onetonline.org/link/details/17-3024.00","17-3024.00 - Electro-Mechanical Technicians"
"822","33","56","22","83","83","0","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.03","17-3029.03 - Electromechanical Engineering Technologists"
"823","50","83","11","56","72","11","$28.83 hourly, $59,970 annual","https://www.onetonline.org/link/details/17-3012.01","17-3012.01 - Electronic Drafters"
"824","17","45","28","78","95","0","$29.90 hourly, $62,190 annual","https://www.onetonline.org/link/details/17-3023.01","17-3023.01 - Electronics Engineering Technicians"
"825","11","50","22","83","89","0","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.04","17-3029.04 - Electronics Engineering Technologists"
"826","11","56","28","89","95","0","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.01","17-3029.01 - Non-Destructive Testing Specialists"
"827","17","50","28","72","95","6","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.02","17-3029.02 - Electrical Engineering Technologists"
"828","33","56","22","83","83","0","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.03","17-3029.03 - Electromechanical Engineering Technologists"
"829","11","50","22","83","89","0","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.04","17-3029.04 - Electronics Engineering Technologists"
"830","28","72","17","83","72","0","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.05","17-3029.05 - Industrial Engineering Technologists"
"831","17","61","28","78","89","0","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.06","17-3029.06 - Manufacturing Engineering Technologists"
"832","11","45","28","67","95","6","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.07","17-3029.07 - Mechanical Engineering Technologists"
"833","22","50","6","72","100","0","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.08","17-3029.08 - Photonics Technicians"
"834","6","33","17","39","100","6","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.09","17-3029.09 - Manufacturing Production Technicians"
"835","6","56","33","39","100","6","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.10","17-3029.10 - Fuel Cell Technicians"
"836","11","56","17","61","83","6","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.11","17-3029.11 - Nanotechnology Engineering Technologists"
"837","6","56","17","39","83","6","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.12","17-3029.12 - Nanotechnology Engineering Technicians"
"838","6","56","33","39","100","6","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.10","17-3029.10 - Fuel Cell Technicians"
"839","11","67","39","89","67","6","$25.64 hourly, $53,330 annual","https://www.onetonline.org/link/details/17-3026.00","17-3026.00 - Industrial Engineering Technicians"
"840","28","72","17","83","72","0","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.05","17-3029.05 - Industrial Engineering Technologists"
"841","17","61","28","78","89","0","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.06","17-3029.06 - Manufacturing Engineering Technologists"
"842","6","33","17","39","100","6","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.09","17-3029.09 - Manufacturing Production Technicians"
"843","39","50","22","50","95","0","$26.19 hourly, $54,480 annual","https://www.onetonline.org/link/details/17-3013.00","17-3013.00 - Mechanical Drafters"
"844","39","45","11","83","83","0","$26.19 hourly, $54,480 annual","https://www.onetonline.org/link/details/17-3027.00","17-3027.00 - Mechanical Engineering Technicians"
"845","11","45","28","67","95","6","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.07","17-3029.07 - Mechanical Engineering Technologists"
"846","6","56","17","39","83","6","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.12","17-3029.12 - Nanotechnology Engineering Technicians"
"847","11","56","17","61","83","6","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.11","17-3029.11 - Nanotechnology Engineering Technologists"
"848","11","56","28","89","95","0","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.01","17-3029.01 - Non-Destructive Testing Specialists"
"849","11","72","17","67","100","6","$38.05 hourly, $79,140 annual","https://www.onetonline.org/link/details/19-4051.01","19-4051.01 - Nuclear Equipment Operation Technicians"
"850","6","72","39","61","89","6","$38.05 hourly, $79,140 annual","https://www.onetonline.org/link/details/19-4051.02","19-4051.02 - Nuclear Monitoring Technicians"
"851","11","72","17","67","100","6","$38.05 hourly, $79,140 annual","https://www.onetonline.org/link/details/19-4051.01","19-4051.01 - Nuclear Equipment Operation Technicians"
"852","6","72","39","61","89","6","$38.05 hourly, $79,140 annual","https://www.onetonline.org/link/details/19-4051.02","19-4051.02 - Nuclear Monitoring Technicians"
"853","22","50","6","72","100","0","$29.96 hourly, $62,330 annual","https://www.onetonline.org/link/details/17-3029.08","17-3029.08 - Photonics Technicians"
"854","0","95","89","28","45","17","$30.43 hourly, $63,300 annual","https://www.onetonline.org/link/details/13-1023.00","13-1023.00 - Purchasing Agents, Except Wholesale, Retail, and Farm Products"
"855","17","33","11","56","95","0","$26.74 hourly, $55,610 annual","https://www.onetonline.org/link/details/17-3024.01","17-3024.01 - Robotics Technicians"
"856","0","45","17","6","95","0","$15.53 hourly, $32,290 annual","https://www.onetonline.org/link/details/51-9191.00","51-9191.00 - Adhesive Bonding Machine Operators and Tenders"
"857","0","28","17","11","100","0","$24.06 hourly, $50,050 annual","https://www.onetonline.org/link/details/51-2011.00","51-2011.00 - Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
"858","0","50","17","33","83","6","$26.41 hourly, $54,930 annual","https://www.onetonline.org/link/details/51-8099.01","51-8099.01 - Biofuels Processing Technicians"
"859","0","50","17","33","83","6","$26.41 hourly, $54,930 annual","https://www.onetonline.org/link/details/51-8099.03","51-8099.03 - Biomass Plant Technicians"
"860","6","61","50","11","95","6","$14.36 hourly, $29,870 annual","https://www.onetonline.org/link/details/51-3021.00","51-3021.00 - Butchers and Meat Cutters"
"861","17","28","17","0","100","0","$15.89 hourly, $33,050 annual","https://www.onetonline.org/link/details/51-7011.00","51-7011.00 - Cabinetmakers and Bench Carpenters"
"862","6","39","17","17","100","0","$22.97 hourly, $47,780 annual","https://www.onetonline.org/link/details/51-9011.00","51-9011.00 - Chemical Equipment Operators and Tenders"
"863","0","45","17","22","100","6","$28.81 hourly, $59,920 annual","https://www.onetonline.org/link/details/51-8091.00","51-8091.00 - Chemical Plant and System Operators"
"864","0","28","6","6","100","0","$13.73 hourly, $28,550 annual","https://www.onetonline.org/link/details/51-9192.00","51-9192.00 - Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
"865","17","61","11","45","100","0","$15.76 hourly, $32,790 annual","https://www.onetonline.org/link/details/51-9121.00","51-9121.00 - Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
"866","6","61","11","39","100","0","$16.32 hourly, $33,940 annual","https://www.onetonline.org/link/details/51-2021.00","51-2021.00 - Coil Winders, Tapers, and Finishers"
"867","17","83","11","83","78","6","$24.32 hourly, $50,580 annual","https://www.onetonline.org/link/details/51-4012.00","51-4012.00 - Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
"868","0","28","11","11","100","0","$18.21 hourly, $37,880 annual","https://www.onetonline.org/link/details/51-4011.00","51-4011.00 - Computer-Controlled Machine Tool Operators, Metal and Plastic"
"869","0","67","11","50","100","0","$14.04 hourly, $29,190 annual","https://www.onetonline.org/link/details/51-9193.00","51-9193.00 - Cooling and Freezing Equipment Operators and Tenders"
"870","6","67","17","45","100","0","$16.53 hourly, $34,390 annual","https://www.onetonline.org/link/details/51-9021.00","51-9021.00 - Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
"871","11","72","17","22","100","0","$13.27 hourly, $27,600 annual","https://www.onetonline.org/link/details/51-9031.00","51-9031.00 - Cutters and Trimmers, Hand"
"872","0","33","17","6","100","0","$15.80 hourly, $32,870 annual","https://www.onetonline.org/link/details/51-9032.00","51-9032.00 - Cutting and Slicing Machine Setters, Operators, and Tenders"
"873","0","72","22","39","100","0","$15.56 hourly, $32,370 annual","https://www.onetonline.org/link/details/51-4031.00","51-4031.00 - Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
"874","17","56","11","67","89","28","$18.12 hourly, $37,680 annual","https://www.onetonline.org/link/details/51-9081.00","51-9081.00 - Dental Laboratory Technicians"
"875","11","67","17","61","100","0","$17.50 hourly, $36,410 annual","https://www.onetonline.org/link/details/51-4032.00","51-4032.00 - Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
